,0,1,2,3,4,5,6,7,8,9
977,820,9969,32935,918,15417,12355,23273,578,4181,440
978,820,32935,9969,1,813,9989,5114,918,15335,32
979,1,8142,28977,9969,2001,9989,1575,11061,164,918
980,164,199,32935,820,12355,813,918,2001,9989,9969
981,820,9969,918,4181,2001,15417,32935,12431,1,12355
982,820,9253,32935,4181,918,2001,28977,440,15417,12431
983,820,440,4181,9253,15417,7785,32935,918,2001,11061
984,820,32935,199,5114,4181,9253,431,164,440,6114
985,820,3002,12471,10588,136,18245,1829,31741,7465,32542
986,820,32935,918,1535,4181,9253,245,440,11061,5114
987,2904,4181,820,2001,32935,199,9253,5114,1575,15335
988,1254,379,5258,3002,28805,457,25835,820,73,6675
989,820,918,28977,9969,9253,8142,5114,1142,2164,5258
990,820,440,199,918,1690,12431,15335,11061,9253,32935
991,820,16498,4181,32935,9253,918,1,28977,2001,440
992,820,32935,1,28977,12431,4181,1575,440,19647,9253
993,164,6114,820,19647,4898,15417,11061,918,9969,7785
994,918,820,4181,32935,16498,440,9253,2001,15417,12431
995,820,32935,6547,440,6114,28977,11757,4282,30276,26055
996,820,32935,5114,1575,440,1535,9253,6114,12355,2001
997,820,918,32935,12431,813,22135,440,15417,777,19
998,440,11061,32935,9253,15417,4181,16498,918,5114,15335
999,820,32935,9969,9253,918,4181,15417,440,9756,12431
1000,820,9253,918,32935,15417,2001,9989,1575,2904,440
1001,8142,440,263,5114,15335,6114,918,9253,12355,7785
1002,9969,9989,440,820,918,5114,9253,431,12355,12431
1003,820,32935,9969,2904,1575,15417,440,28977,4181,12431
1004,1,23273,263,5114,19647,5258,6114,7311,7785,8142
1005,820,4181,1,440,12431,32935,9253,918,15417,6114
1006,1,820,918,9253,32935,199,1575,164,1535,2904
1007,18689,3002,195,1,14829,14353,14397,14467,14513,14527
1008,379,7465,32542,18245,10588,136,25835,820,15451,15417
1009,98,25835,372,7785,18245,21339,19647,4565,5258,3002
1010,820,32935,9969,440,813,15417,2251,12355,12431,9253
1011,820,4181,32935,12431,2001,6114,9253,15417,28977,440
1012,32935,820,5114,918,9253,1535,431,15417,28977,12355
1013,820,5114,32935,1,918,28977,440,15417,9969,12431
1014,820,16498,32935,5114,918,164,13125,1,6114,15417
1015,820,32935,2001,11061,918,28977,12431,440,15417,15335
1016,820,2001,32935,12355,15417,12431,9969,4181,28977,5258
1017,440,820,7785,32935,918,6114,5040,4181,431,9253
1018,820,9253,9756,32935,4181,2904,1,918,13601,5114
1019,820,2001,164,440,813,12431,19647,32,44,121
1020,199,5114,32935,820,4181,11061,164,431,10620,2001
1021,820,4181,32935,9253,15417,1,28977,2001,44,9969
1022,379,4177,18689,7785,5258,17741,32282,31442,29093,457
1023,820,5114,918,15335,28977,2001,440,9969,22135,15417
1024,820,9969,32935,440,4181,9253,19647,15417,26055,9989
1025,820,32935,918,12355,199,1575,9253,15417,6114,12431
1026,820,9253,15417,32935,28977,918,9969,440,12431,263
1027,820,3002,1,11285,11499,11553,11665,11703,11737,12113
1028,820,32935,9253,5114,813,9969,440,22135,12355,15335
1029,820,4181,32935,9253,15417,8142,28977,12355,918,10162
1030,820,5114,32935,164,2001,28977,440,199,9253,12431
1031,820,5114,9253,4181,918,28977,12431,6114,440,2001
1032,820,2001,9253,15417,1575,32935,431,9756,11061,918
1033,820,4181,9253,1575,32935,2904,9969,30,2001,15417
1034,820,32935,1,15335,12431,440,486,15417,13125,12355
1035,18689,32542,820,1829,195,3002,21177,16417,16524,16662
1036,820,5114,32935,11061,1,164,28977,431,440,918
1037,4181,32935,11061,820,9253,2001,918,13125,12431,9989
1038,820,4181,32935,2001,9253,199,12355,23273,164,1
1039,820,4181,9969,9989,32935,11061,431,15417,918,12431
1040,820,32935,9253,4181,28977,23273,9969,4224,6114,918
1041,820,918,32935,9969,15417,12431,440,15335,22135,7311
1042,9253,820,15417,32935,9989,12355,918,28977,9969,440
1043,820,32935,16498,12355,12431,15417,2001,918,440,23273
1044,1,23273,7054,7785,8142,9253,170,9969,486,24701
1045,820,4181,15335,440,32935,15417,2001,2904,1,1575
1046,1,23273,5258,8142,2904,1575,4181,7785,11061,26055
1047,820,918,4181,15417,32935,12431,2001,12355,28977,1575
1048,239,122,256,1142,7785,16,1,15605,15687,15689
1049,820,32935,4181,9253,2001,12431,440,918,15417,578
1050,820,11061,31741,7785,28977,9969,486,31240,160,918
1051,820,4181,32935,11061,9969,440,12431,19,28977,918
1052,18689,32542,3002,31741,7785,28675,7465,30885,25835,98
1053,820,32935,9253,4181,918,15417,199,12431,440,22135
1055,18245,3002,12471,7465,7785,1,16706,16353,16355,16417
1056,820,2001,9253,32935,1,9969,918,4181,813,1575
1057,28735,5040,7627,25519,477,5678,31174,10800,263,32729
1058,1,6114,467,7785,6675,486,512,513,523,6594
1059,820,32935,918,9969,12355,12431,6114,23273,9253,440
1060,5114,32935,2001,918,15417,164,12355,4181,440,12431
1061,5114,820,2001,32935,4181,9989,28977,164,15417,440
1062,820,1,5114,32935,14719,23273,9969,440,2001,32
1063,820,4181,2001,440,1535,1,32935,5114,11061,28977
1064,820,7311,32935,918,15417,12431,2001,9969,440,3002
1065,820,15417,918,32935,12431,9969,28977,813,431,30276
1066,820,9253,32935,918,4181,813,12355,15417,15335,12431
1067,820,5114,32935,918,15335,431,4181,15417,440,28977
1068,7785,9253,820,5114,4181,1535,28977,263,15417,2001
1069,1,12355,22535,3588,1535,4898,12431,32935,1575,3002
1070,820,199,164,4181,32935,9253,30,6114,2001,5114
1071,529,18689,3002,7785,25835,32542,1,16157,16353,16201
1072,820,5114,2001,9969,32935,12355,2904,440,918,9253
1073,820,15335,5114,32935,918,2001,164,1575,15417,12355
1074,820,199,32935,4181,918,9969,164,1,440,15335
1075,820,9253,2904,918,9969,32935,1575,486,4181,5258
1076,4181,820,2001,32935,15417,12431,9969,918,11061,440
1077,820,32935,1,15417,918,199,9969,440,164,12431
1078,820,9253,32935,918,12355,164,30,11061,263,15417
1079,32935,918,4181,9253,9969,2001,5114,1142,486,15417
1080,820,918,9253,13125,4181,15417,9969,10162,11741,11061
1081,820,32935,28977,440,918,12431,6114,15335,15417,23273
1082,9253,2001,32935,918,9989,9969,12355,11061,813,440
1083,820,5114,9253,32935,2001,1535,431,164,1575,1
1084,1,15335,820,918,9253,32935,9969,440,23273,15417
1086,820,8086,3002,486,1827,10588,32093,19647,18689,263
1087,820,918,32935,15417,9253,9969,12355,2001,4181,28977
1088,440,2164,11061,6114,12431,28977,4181,5114,820,1535
1089,820,12431,12355,28977,4181,918,15417,2001,32935,263
1090,4181,918,820,32935,2904,28977,30,15417,1,440
1091,820,440,3002,7785,1,19647,12355,4181,44,32281
1092,440,820,32935,199,15417,4181,15335,16498,12431,23273
1093,9253,820,15417,918,4181,440,32935,9969,28977,13125
1094,18245,3002,25835,31741,7785,32542,28675,486,136,31404
1095,820,32935,11061,440,9969,918,11741,486,1,263
1096,820,4181,32,2001,9253,32935,1535,12431,15335,15417
1097,820,32935,6547,918,431,15417,12431,164,245,440
1098,820,28977,1,4181,918,8142,12355,12431,1142,9253
1099,820,918,1,32935,12355,9969,15417,12431,199,22135
1100,820,32935,199,2904,12431,6114,28977,12355,440,15417
1101,4181,820,32935,5114,1,9253,9969,11061,2001,164
1102,28977,32935,440,820,9989,13125,9253,164,2904,12431
1103,820,5114,32935,199,1575,2904,440,918,6114,431
1104,12431,440,820,32935,122,9253,6114,1535,30,4181
1105,820,32935,918,1,440,4181,5114,7311,26055,12355
1106,820,431,32935,918,15335,12355,164,28977,12431,15417
1107,918,440,12431,1535,22135,7311,4181,32935,5114,19647
1108,820,11061,32935,918,3002,9969,431,12431,28977,7311
1109,820,918,32935,12355,12431,28977,5114,2001,15417,9253
1110,820,918,9969,9253,2001,32935,4181,15417,15335,12355
1111,1,486,9989,2001,9253,28977,431,12355,32935,440
1112,820,9253,2001,32935,4181,440,12431,9969,15417,28977
1113,9253,820,32935,4181,32,918,5114,15335,28977,486
1114,820,32935,440,164,32,28977,17074,23273,8142,12355
1115,3002,820,1827,28805,28675,102,457,486,24701,18245
1116,820,9253,4181,164,1535,2001,11061,15335,440,813
1117,5114,820,9253,32935,2001,918,9969,440,13125,245
1118,820,9253,1535,918,5114,32935,164,12431,12355,9989
1119,1,7592,9260,9253,8425,8142,8129,7785,7724,7674
1120,4181,820,32935,1575,9253,9969,813,918,164,199
1121,32935,918,9253,820,2001,9969,5114,4181,486,1142
1122,18689,102,21339,3002,7785,1827,486,182,10588,31559
1123,390,3002,25835,32542,30885,7465,21339,820,1829,147
1124,820,2001,9253,918,12355,15417,32935,9989,2904,440
1125,440,1690,32935,4181,918,9253,6114,26055,820,486
1126,820,2904,4181,11061,2001,32935,15417,12431,1575,28977
1127,28977,5040,245,2164,182,24701,457,25835,2001,11061
1128,31741,122,27991,28977,10162,3228,16201,24439,8915,11577
1129,820,1,32935,164,918,9969,15417,263,440,9989
1130,820,11061,32935,28977,245,440,12431,9253,2001,1575
1131,32935,820,1575,15417,440,2904,1,22135,12431,4224
1132,820,32935,5114,1575,918,440,15335,431,28977,2904
1133,3002,7785,440,820,486,918,12431,15417,13125,12355
1134,9253,15417,820,5040,4181,32281,3002,486,918,6211
1135,23273,32935,820,5258,28977,457,7785,3002,31043,13125
1136,820,15335,32935,4181,5114,9253,918,11741,15417,28977
1137,4181,820,32935,15417,13125,12431,28977,440,3002,918
1138,820,9969,2001,32935,918,15417,15335,1,12355,12431
1139,820,5114,2904,32935,199,1,9253,30,918,1575
1140,820,9253,32935,4181,199,164,431,11061,918,28977
1141,820,1,32935,440,1535,15417,9969,2001,12355,8142
1142,12477,5258,4884,32935,57,3002,263,15335,18195,9969
1143,529,18689,861,3002,7785,16005,15417,15451,15583,15605
1144,529,18689,3002,7785,486,15039,15051,15085,15117,15197
1145,820,32935,5114,15335,28977,6114,15417,11061,263,12431
1146,529,820,5258,486,9969,457,15417,28977,16732,16706
1147,529,18689,390,3002,15699,15117,14751,14811,14813,14829
1148,820,32935,431,918,440,15335,12431,28977,6114,15417
1149,18245,32542,18689,3002,7785,31741,529,31404,30749,25835
1150,820,5114,1535,11061,2904,9253,32935,19,1575,918
1151,820,4181,918,32935,1,440,11061,15335,9253,11757
1152,820,4181,918,11061,32935,28977,12431,9253,16498,19
1153,820,2001,32935,918,1,12355,12431,32,1575,440
1154,820,32935,5114,199,4181,431,9756,9253,11061,3002
1155,9253,5114,918,32935,8142,440,12355,4181,16498,6114
1156,820,4181,12431,32935,486,2904,2001,15417,28977,918
1157,820,32935,5114,28977,6114,15417,918,9969,12431,431
1158,440,4181,32935,245,12431,486,9253,1535,15335,15417
1159,4181,820,32935,12431,9253,11061,440,431,28977,1535
1160,18689,1,13659,13331,13333,13357,13367,13469,13535,13599
1161,4181,820,12355,1535,32935,10162,918,523,2904,28977
1162,4181,820,32935,11061,9253,440,11741,1575,28977,9969
1163,1,11981,3588,12431,7785,12355,263,24701,26055,31043
1164,820,4181,32935,12355,9253,28977,9969,13759,11061,1
1165,9253,820,32935,5114,4181,918,813,11061,6114,15335
1166,820,440,4181,9253,32935,15417,918,431,7785,12431
1167,820,4181,32935,28977,918,5114,9253,1535,2904,1575
1168,440,820,32935,9969,9253,2001,918,4181,5114,12431
1169,820,9253,32935,4181,2001,918,1,28977,440,15417
1170,820,32935,4181,15335,918,15417,12431,11061,440,2167
1171,820,918,32935,5114,9969,4181,12431,1535,2001,17074
1172,390,3002,861,25835,31741,7785,529,102,94,486
1173,440,12431,16201,935,11977,98,239,5114,400,2246
1174,820,12431,32935,4181,15417,9253,918,486,10162,3002
1175,918,1535,32281,28977,6114,4181,199,12431,263,11061
1176,820,440,6114,12431,8142,121,32,3002,32281,170
1177,4181,11061,5114,1535,32935,164,820,918,12355,431
1178,4181,9253,440,15417,32935,918,387,12431,7311,16498
1179,820,440,4181,431,9253,32935,918,32,15417,2904
1180,820,9253,918,164,32935,15417,12431,6114,2001,7311
1181,9969,32935,820,918,5114,15335,12431,2001,12355,9253
1182,820,9253,11061,15417,32935,4181,9969,486,2904,12431
1183,820,2001,9253,4181,32935,918,28977,15417,12431,2251
1184,820,5114,9253,32935,4181,11061,918,431,12431,15417
1185,820,5114,32935,15335,2001,9969,11061,4181,440,15417
1186,820,32935,1,11061,440,28977,918,199,12431,15417
1187,820,9969,4181,12431,9253,918,15417,32935,1,15335
1188,18689,28805,3002,1827,32542,1,16904,16706,16732,16742
1189,820,9253,32935,5114,918,11061,4181,440,1575,9969
1190,820,32935,199,4181,9253,440,15417,28977,12431,6114
1191,820,32935,918,12431,15335,9969,440,15417,431,14719
1192,820,263,329,8142,245,15417,918,3002,5114,12431
1193,820,431,1,4181,32935,164,918,199,2001,12431
1194,820,32935,15417,199,1,440,6114,918,12355,28977
1195,2001,820,32935,2904,1575,918,15335,440,16498,28977
1196,820,9969,32935,12431,9989,5114,15417,11061,918,7311
1197,820,32935,9253,1575,9969,5114,164,28977,2001,15335
1198,4181,820,9253,32935,918,2001,15417,5114,12431,19647
1199,820,32935,9253,918,164,4181,28977,2001,13125,15417
1200,820,32935,5114,440,1,918,1535,2001,15417,12431
1201,7465,3002,4884,486,7785,18689,16870,15225,15335,15379
1202,820,32935,16498,12355,1,440,22135,12431,13125,199
1203,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
1204,820,9253,4181,32935,918,5114,440,2904,28977,15417
1205,820,9253,9969,918,32935,15417,4181,440,199,12431
1206,820,918,32935,11757,2904,12431,1575,4181,440,15417
1207,820,32935,12431,28977,2904,22135,15417,440,6114,32281
1208,820,2904,2001,32935,918,9969,7311,15335,440,5114
1209,820,32935,4181,199,15335,9969,6114,22135,440,15417
1210,32935,9253,820,15417,918,13759,12431,2001,9989,4181
1211,4181,820,32935,9253,440,11981,918,15417,934,16498
1212,18689,1829,5,15613,15085,15117,15197,15225,15315,15335
1213,16498,32935,918,13125,11061,12431,15417,23273,9969,15335
1214,820,32935,164,918,6114,9969,813,12431,199,440
1215,820,4181,918,2904,32935,2001,9969,13125,15417,28977
1216,820,32935,918,12355,15417,2001,440,4181,28977,9989
1217,820,9253,4181,28977,918,32935,164,440,12431,26055
1218,18245,3002,32542,7785,7,16355,15809,16001,16009,16011
1219,820,32935,199,5114,15335,813,440,12431,12355,22135
1220,820,32935,1575,164,1535,6547,9969,28977,813,440
1221,820,32935,2001,1575,813,199,12431,440,6114,918
1222,1,5114,2952,3002,3701,3783,3784,3901,4106,4477
1223,820,5114,1,32935,11061,918,28977,813,440,12431
1224,820,4181,32935,9253,16498,15417,11061,12355,12431,32281
1225,820,2001,15417,486,5114,4181,32935,32281,11061,30
1226,820,4181,32935,918,9969,440,15417,28977,2251,12431
1227,12471,18689,3002,7785,5258,29093,820,65,11665,31764
1228,11061,9253,440,32935,15417,918,4181,820,12431,7785
1229,440,9253,820,32935,918,4181,13601,11981,2001,15417
1230,820,4181,9253,11061,32935,15417,1,28977,12431,2001
1231,820,32935,12355,4181,1535,9253,12431,15417,28977,918
1232,820,32935,1,12355,11061,28977,918,440,12431,32
1233,9253,820,2904,15335,32935,1,2001,1575,12355,4181
1234,440,32935,820,9253,5114,11061,1535,28977,2001,15417
1235,820,32935,918,440,1535,15417,15335,1,28977,2001
1236,820,5114,4181,32935,199,9969,918,12431,15335,440
1237,820,32935,1575,2904,440,6114,12431,13125,10620,11757
1238,820,4181,32935,164,199,440,15335,918,30,12431
1239,199,820,32935,918,440,12431,6114,23273,22135,15417
1240,372,543,12471,7465,25835,29758,861,136,21339,379
1241,820,1535,4181,2001,32935,9253,28977,12431,440,431
1242,32935,4181,820,9253,12431,15417,16498,12355,9969,440
1243,820,32935,4181,918,11061,1575,164,15417,5114,9253
1244,32935,820,4181,164,12355,28977,1,6114,440,918
1245,9253,32935,820,918,1575,1535,2001,15417,9969,16498
1246,820,918,32935,4181,9253,11061,9989,1535,12431,440
1247,820,9253,32935,2904,2001,28977,918,12431,13601,1575
1248,18245,7785,31173,147,486,1829,102,1827,379,3002
1249,820,5114,32935,1,918,12431,9969,9989,440,12355
1250,820,32935,4181,12355,9969,15417,16498,28977,12431,5114
1251,820,9253,32935,918,1,32,4181,431,2001,164
1252,18245,18689,3002,1,16005,15451,15613,15687,15699,15751
1253,1,820,32935,918,440,28977,12431,1575,199,9969
1254,820,32935,1575,918,9253,2001,2904,1,813,440
1255,820,4181,9253,918,32935,2904,1575,9989,28977,23273
1256,820,4181,32935,1,2001,9253,15417,13125,16498,440
1257,820,5114,32935,4181,918,440,9253,6114,199,15417
1258,5114,32935,4181,2001,820,440,12431,918,15417,12355
1259,820,2001,5114,392,5205,32935,12431,263,3002,440
1260,820,32935,5114,199,918,4181,813,12431,440,15335
1261,820,4181,918,32935,15417,2001,15335,7311,9969,431
1262,820,9253,4181,15417,5114,32935,440,11577,918,5040
1263,918,32935,820,9253,4181,15417,440,5114,9989,12431
1264,4181,440,32935,9253,918,245,15417,11061,1535,199
1265,32935,4181,1575,440,28977,15417,1535,7311,9253,820
1266,820,199,164,32935,2001,5114,918,2904,1,431
1267,820,32935,5114,4181,11061,199,28977,9253,440,12431
1268,820,32935,11061,918,9253,245,5114,440,12431,2001
1269,820,2001,32935,15417,9253,28977,1575,918,440,12431
1270,372,379,136,7785,3002,7465,18245,12471,98,147
1271,820,32935,486,15417,9969,28977,918,23273,12431,3002
1272,820,9253,918,11061,32935,4181,15417,440,15335,12431
1273,820,431,32935,1,918,5114,15335,164,12431,440
1274,440,2001,32935,9969,5114,820,22135,15335,28977,9253
1275,820,32935,4181,12431,1575,431,17074,440,28977,164
1276,32935,820,918,2001,5114,16498,440,9989,4181,9253
1277,820,2001,32935,15335,12431,9253,4181,15417,164,440
1278,820,918,32935,9969,164,199,28977,15417,457,2001
1279,11665,1690,32935,529,11061,28977,23273,4282,9253,15417
1280,820,1535,9253,32935,431,440,12431,13125,28977,12355
1281,820,5114,32935,918,4181,15335,15417,164,12431,9969
1282,820,32935,918,1,9969,15417,12431,30,28977,440
1283,820,1535,32935,9969,11757,9253,28977,2001,1,4181
1284,820,32935,431,440,6114,15335,22135,12431,28977,15417
1285,820,164,32935,4181,440,9969,15417,28977,12431,19647
1286,820,32935,9969,4181,12431,440,15417,16498,918,11061
1287,1,5040,5690,5682,5681,5300,5258,5205,4898,6114
1288,820,4181,12431,32935,918,15417,28977,2001,12355,8142
1289,820,32935,918,245,440,12431,15335,15417,813,263
1290,820,15417,486,4087,5690,12431,6114,5682,4282,32935
1291,820,32935,4181,918,13125,5114,9253,28977,1,15417
1292,9253,820,4181,32935,12431,918,2001,28977,245,1
1293,12431,440,820,32935,122,9253,6114,1535,30,4181
1294,820,32935,918,2904,4181,1535,9969,11061,440,15335
1295,32935,9969,486,8142,26055,918,11061,4181,9253,12115
1296,820,4181,32935,15417,9989,2001,15335,5114,5258,1
1297,820,2001,32935,918,9253,1575,4181,2167,28977,13601
1298,182,18689,98,25835,31741,7785,18245,16904,486,3002
1299,820,12431,3002,11061,15417,32935,9969,23273,4282,263
1300,32935,820,4181,9253,1,440,15417,2001,12431,918
1301,820,1575,32935,4181,2904,199,9969,15417,440,918
1302,820,918,199,4181,9253,32935,9989,2001,9969,15417
1303,820,32935,1575,16498,28977,5114,440,918,6702,2001
1304,820,918,2001,15417,4181,32935,12431,28977,245,5114
1305,820,9253,32935,199,4224,2001,1575,440,2904,28977
1306,1,11981,10460,10721,1604,1594,10800,10863,11061,1559
1307,820,16498,32935,918,813,4181,15417,9969,12431,15335
1308,820,32935,5114,199,918,28977,2001,9253,15417,4181
1309,820,32935,440,10620,431,164,1,6114,12431,19647
1310,5114,820,32935,4181,9253,28977,440,1575,15417,12431
1311,820,3002,11061,164,6114,9969,15335,32935,431,918
1312,25687,3299,529,440,1559,18179,1690,32935,28701,12531
1313,820,32935,1,5114,9253,4181,12431,2001,918,164
1314,820,32935,9253,2904,440,2001,12431,28977,9989,11061
1315,820,32935,4181,918,12355,7785,440,13125,5258,263
1316,820,9253,813,2001,32935,918,12431,9969,15417,6114
1317,28805,3002,30885,31741,7465,102,25835,94,486,98
1318,820,5114,4181,32935,918,9253,1,12431,15335,440
1319,9253,32935,12355,820,4181,28977,8142,10162,9863,3002
1320,1,820,15417,15335,12431,263,22135,12355,23273,431
1321,820,2904,9253,918,4181,28977,2001,32935,9969,1575
1322,18689,529,3002,13601,13655,13667,13759,13807,14075,14131
1323,820,32935,4181,12431,918,440,5114,2001,15417,28977
1324,820,5114,199,32935,4181,1575,164,1535,12431,28977
1325,820,9253,4181,245,32935,6114,440,15417,12431,918
1326,9253,820,32935,11061,918,440,245,13125,2001,12431
1327,820,28977,12431,440,918,6114,9969,19647,7785,245
1329,32935,4181,440,523,1535,820,28977,11061,431,918
1330,820,11061,15335,387,32935,4282,23273,3701,15417,9969
1331,918,4181,32935,820,9253,15417,9969,263,440,457
1332,15417,820,12431,2001,23273,269,1535,15335,918,4181
1333,820,11061,4181,9969,7311,5114,918,32935,28977,30
1334,18689,7785,486,25835,3002,15687,15085,15117,15197,15225
1335,820,32935,5114,4181,2001,918,15335,9969,15417,440
1336,529,136,18689,18245,7785,3002,25835,12477,29589,7465
1337,820,32935,4181,9969,2001,918,12431,440,15417,9253
1338,820,918,9253,9969,6114,32935,12431,7311,15417,28977
1339,820,32935,4181,918,2904,1575,9969,15417,2001,1
1340,820,32935,9253,431,4181,813,918,440,6114,28977
1341,820,2904,11061,9253,32935,15417,28977,2001,16498,12431
1342,820,9253,4181,918,32935,2001,1,1535,30,9756
1343,918,820,2001,32935,164,9253,28977,11061,22135,6114
1344,820,440,12431,486,5258,14719,26055,8142,22135,7785
1345,820,918,32935,9969,4181,9989,440,12431,28977,15417
1346,820,9969,4181,11061,2001,32935,918,12355,9253,15417
1347,820,11061,15417,4181,28977,2001,12431,9969,2904,918
1348,820,4181,32935,9969,15417,918,28977,5114,9253,11061
1349,1,32935,28977,12431,15335,440,9969,6114,918,22135
1350,820,11061,5114,32935,918,15417,9253,9969,263,13125
1351,12729,9062,28979,3467,3455,2994,10588,23273,22789,2144
1352,67,3002,486,10588,543,820,457,387,861,267
1353,820,28977,32935,5258,19647,4282,12431,2164,918,16894
1354,820,32935,918,2001,440,28977,4181,164,15417,15335
1355,820,9969,15417,32935,12431,918,440,486,28977,5258
1356,820,11757,918,9969,4181,15417,9253,32935,12431,28977
1357,32935,4181,5114,9253,918,12431,23273,1535,28977,7311
1358,820,2904,32935,9253,4181,11061,1575,2001,918,440
1359,820,918,9253,32935,2001,15335,15417,440,9969,13125
1360,820,1,9969,813,918,32935,28977,10162,1575,4282
1361,820,5114,813,32935,2001,12431,918,269,19,4181
1362,820,9253,918,440,11061,32935,15417,2001,15335,1575
1363,820,32935,15417,11061,28977,9969,57,6114,13125,12431
1364,18689,3002,1,13367,12477,12531,12549,12729,12859,12967
1365,820,5114,1,32935,918,440,12355,12431,15335,4224
1366,1,15335,440,6114,26055,15417,7785,8142,24701,486
1367,820,4181,15417,1,32935,918,15335,11061,12431,9253
1368,820,9253,918,440,32935,13125,431,15417,1575,12431
1369,820,5114,9253,2904,32935,918,15417,6114,2001,12431
1370,9253,820,4181,486,15417,5040,3002,11061,263,23273
1371,820,32935,4181,2001,440,918,9969,12431,15417,12355
1372,820,16498,1575,4181,2001,12355,918,28977,32935,440
1373,820,4181,9253,9969,32935,2001,13125,2904,918,15417
1374,820,5114,4181,32935,12355,440,918,11061,15335,6114
1375,18245,12471,3002,25835,372,7785,486,145,7465,18139
1376,820,11061,32935,9253,918,12431,4181,199,1575,2001
1378,26055,813,1535,164,4181,918,5258,820,199,15335
1379,820,28977,11061,15417,4181,9253,13125,918,9969,32935
1380,9253,820,15335,32935,2904,4181,164,2001,918,11061
1381,9253,820,918,32935,9969,164,431,15335,15417,28977
1382,820,9253,1,2001,32935,4181,5114,1575,9989,9969
1383,820,918,32935,4181,9969,15335,440,15417,12431,9989
1384,820,5114,32935,9253,11061,2904,813,12355,28977,918
1385,820,164,32935,199,1,32,1575,12431,440,2001
1386,820,32935,15417,11577,440,1,918,9989,11061,9969
1387,32935,440,820,28977,12355,12431,4181,13601,918,13125
1388,820,477,11061,5258,6675,440,6114,10162,918,23273
1389,820,5114,440,918,32935,4181,12355,11061,11981,1575
1390,820,32935,9253,1575,2904,11061,23273,1,12431,269
1391,820,457,4181,918,19,11843,32935,23273,3002,28977
1392,3002,1,15197,15315,15335,15379,15417,15451,15583,15605
1393,820,15417,122,918,4181,2001,12431,11061,9969,486
1394,18689,379,390,195,3002,1,12293,11977,11979,11981
1395,820,918,32935,9253,4181,164,15417,12355,440,12431
1396,820,32935,918,12431,28977,15335,6114,15417,19647,8142
1397,820,32935,9253,2001,4181,9969,5114,15417,440,1575
1398,820,918,9253,9969,12431,1575,32935,2001,28977,15417
1399,4181,199,820,32935,9253,6114,2904,9969,22135,813
1400,32935,820,5114,1535,199,2001,28977,918,10620,431
1401,820,32935,4181,2001,440,813,9989,918,12431,15417
1402,820,4181,32935,2001,9253,28977,9969,440,199,15417
1403,18245,28805,7465,12471,379,31737,28675,32542,3002,486
1404,820,5114,32935,11757,12431,918,22135,440,15417,6114
1405,9253,820,4181,15417,5040,918,245,1535,32935,387
1406,820,32935,918,1,6114,4181,440,15335,15417,9253
1407,32935,820,12431,4181,28977,8142,1,9989,5114,26055
1408,820,5040,32828,9260,440,22135,7785,918,32998,9969
1409,4181,11061,32935,2001,2904,7311,12431,820,918,28977
1410,820,1,4181,28977,440,12355,15335,6114,12431,15417
1411,32935,387,820,18689,122,25835,5258,23273,7465,12431
1412,820,2001,4181,32935,12431,918,11061,15417,30,9253
1413,387,9969,329,15417,263,28977,32935,477,4181,11061
1414,440,32935,11061,9253,4181,28977,199,820,245,7785
1415,820,32935,5114,918,1575,813,12431,440,9253,15417
1416,820,11061,32935,12431,431,1,5114,15417,9969,11981
1417,820,1535,32935,164,9253,32,199,440,918,2904
1418,820,32935,15335,440,12431,12355,28977,15417,9969,918
1419,6114,12431,431,440,813,820,918,1535,2001,269
1420,32828,32281,820,9260,3701,11061,28977,12431,32935,5114
1421,820,9253,1,2164,32935,160,15417,4181,12431,11061
1422,820,32935,4181,9253,1575,5114,2001,918,44,6702
1423,820,32935,918,164,2001,431,199,6114,11061,28977
1424,820,19,32,4181,9253,32935,10162,28977,440,12431
1425,32935,813,820,1535,1575,5114,440,6114,28977,1
1426,820,1575,32935,5114,32,2001,9969,12431,918,440
1427,820,4181,9253,12431,918,15417,2001,32935,13125,440
1428,4181,820,918,440,32935,15417,11741,9756,23273,7311
1429,1,2904,15335,15417,11757,9969,19647,22135,8142,6114
1430,820,4181,28977,11061,12431,32935,5114,19,440,15417
1431,820,9253,2001,5114,4181,32935,1575,32,1,918
1432,820,918,15417,32935,12355,2001,4181,12431,9969,28977
1433,820,4181,32935,918,11061,15417,9253,2001,13125,431
1434,820,918,32935,4181,2001,199,1,9969,15417,6114
1435,820,2904,32935,1,2001,440,6114,12431,7311,3784
1436,820,9253,32935,918,1575,5114,2001,28977,9969,22135
1437,820,9253,32935,1,2001,9969,2904,1575,918,440
1438,820,4181,32935,2001,2904,918,9253,1,12431,6114
1439,529,18689,861,25835,3002,7785,30458,820,28391,7465
1440,820,32935,11061,1575,9969,245,1,28977,4181,13125
1441,820,32935,5114,2904,1575,2001,164,28977,6114,918
1442,820,32935,918,28977,440,15335,15417,12431,11061,19647
1443,820,32935,2001,12431,9969,918,12355,440,15417,1535
1444,820,32935,918,16498,199,15417,11061,12431,6114,205
1445,820,4181,9253,2001,32935,15335,199,5114,9969,6114
1446,820,32935,3002,7311,11061,457,9969,26055,440,486
1447,122,820,12355,12431,32935,2164,28977,4282,32,11061
1448,18689,32542,7785,94,25835,16049,16035,16011,16009,1
1449,820,9253,4181,918,199,32935,9969,15417,12431,1
