,ID,Name,Genre,Studio,members,Rating,0
478,28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",Shaft,111009.0,8.18,0
479,6922,Fate stay night Movie Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Studio Deen,110983.0,7.5,3
480,4999,Asu no Yoichi ,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",AIC,110748.0,6.9,1
481,5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",Studio Deen,110470.0,7.43,2
482,48, hack Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Bee Train,110304.0,7.07,3
483,11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power","Gainax,       Asahi Production",110042.0,7.14,1
484,6675,Redline,"Action, Cars, Sci-Fi, Sports",Madhouse,109392.0,8.31,0
485,3783,Kara no Kyoukai 3 Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",ufotable,108720.0,8.13,0
486,21863,Mangaka san to Assistant san to The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Zexcs,108642.0,7.29,1
487,16035,Karneval TV ,"Action, Fantasy, Mystery, Sci-Fi, Shoujo",Manglobe,108174.0,7.26,3
488,2472,Naruto Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Studio Pierrot,108170.0,7.4,3
489,4901,Black Lagoon Roberta 039 s Blood Trail,"Action, Seinen",Madhouse,108099.0,8.11,0
490,8129,Kuragehime,"Comedy, Josei, Slice of Life",Brain's Base,108053.0,8.19,2
491,20047,Sakura Trick,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",Studio Deen,108011.0,7.12,2
492,17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire",Zexcs,107960.0,5.65,1
493,31181,Owarimonogatari,"Comedy, Mystery, Supernatural",Shaft,107855.0,8.45,0
494,18229,Gatchaman Crowds,"Adventure, Sci-Fi",Tatsunoko Production,107513.0,7.39,3
495,3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",J.C.Staff,107384.0,7.37,3
496,30911,Tales of Zestiria the X,"Action, Adventure, Fantasy",ufotable,107325.0,7.43,3
497,13599,Robotics Notes,"Drama, Mystery, School, Sci-Fi",Production I.G,107304.0,7.39,2
498,16001,Kokoro Connect Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Silver Link.,106989.0,8.09,2
499,1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",Production I.G,106888.0,8.19,3
500,24405,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",Toei Animation,106872.0,7.65,3
501,134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",Madhouse,106865.0,7.48,0
502,12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",J.C.Staff,106391.0,6.39,2
503,27821,Fate stay night Unlimited Blade Works Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",ufotable,106382.0,8.19,3
504,21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",J.C.Staff,106381.0,7.18,3
505,469,Karin,"Comedy, Romance, School, Shounen, Vampire",J.C.Staff,106142.0,7.25,2
506,10321,Uta no Prince sama Maji Love 1000 ,"Comedy, Harem, Music, Romance, School, Shoujo",A-1 Pictures,105723.0,7.26,2
507,2963,Minami ke,"Comedy, School, Slice of Life",Daume,105471.0,7.74,2
508,210,Ranma ,"Comedy, Fantasy, Martial Arts, Slice of Life",Studio Deen,105212.0,7.84,1
509,11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",A-1 Pictures,105183.0,7.77,3
510,329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",Sunrise,105044.0,8.34,2
511,3702,Detroit Metal City,"Comedy, Music",Studio 4°C,104893.0,8.19,0
512,20767,Noragami OVA,"Action, Adventure, Shounen",Bones,104775.0,7.88,3
513,5030,Maria Holic,"Comedy, Parody, School, Shoujo Ai",Shaft,104663.0,7.11,2
514,1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",Xebec,104607.0,7.43,3
515,14131,Girls und Panzer,"Military, School",Actas,104275.0,7.63,2
516,240,Genshiken,"Comedy, Parody, Slice of Life",Palm Studio,104258.0,7.7,2
517,97,Last Exile,"Action, Adventure, Sci-Fi",Gonzo,104193.0,7.88,3
518,19769,Mahou Sensou,"Action, Fantasy, Magic",Madhouse,104192.0,6.14,3
519,9936,Maken Ki ,"Action, Ecchi, Harem, Martial Arts, School, Super Power",AIC,104182.0,6.57,1
520,6201,Princess Lover ,"Comedy, Ecchi, Harem, School",GoHands,104098.0,6.92,1
521,9941,Tiger amp Bunny,"Action, Comedy, Mystery, Super Power",Sunrise,104075.0,8.02,3
522,433,Kumo no Mukou Yakusoku no Basho,"Drama, Military, Romance, Sci-Fi",CoMix Wave Films,103975.0,7.68,2
523,239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gonzo,103828.0,8.18,0
524,4789,ef A Tale of Melodies ,"Drama, Mystery, Romance, Supernatural",Shaft,103657.0,8.09,2
525,4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",Zexcs,103615.0,7.47,0
526,4280,Kara no Kyoukai 4 Garan no Dou,"Action, Mystery, Supernatural, Thriller",ufotable,103600.0,7.96,0
527,174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",Madhouse,103449.0,7.03,1
528,8408,Durarara Specials,"Action, Comedy, Supernatural",Brain's Base,103105.0,7.97,0
529,486,Kino no Tabi The Beautiful World,"Action, Adventure, Slice of Life",A.C.G.T.,102822.0,8.4,0
530,28851,Koe no Katachi,"Drama, School, Shounen",Kyoto Animation,102733.0,9.02,2
531,31405,Joker Game,"Drama, Historical, Military",Production I.G,102560.0,7.11,0
532,10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Brain's Base,102322.0,8.63,2
533,31,Neon Genesis Evangelion Death amp Rebirth,"Drama, Mecha, Psychological, Sci-Fi","Gainax,       Production I.G",102093.0,7.5,0
534,6372,Higashi no Eden Movie I The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Production I.G,101734.0,7.67,2
535,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",AIC Build,101495.0,7.52,2
536,21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Artland,101351.0,8.73,3
537,32093,Tanaka kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",Silver Link.,101335.0,8.0,2
538,21561,Ryuugajou Nanana no Maizoukin TV ,"Comedy, Supernatural",A-1 Pictures,101326.0,7.27,2
539,31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",A-1 Pictures,101287.0,7.28,1
540,16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",Bridge,101266.0,6.99,0
541,9863,SKET Dance,"Comedy, School, Shounen",Tatsunoko Production,101027.0,8.3,2
542,21511,Kantai Collection KanColle,"Action, Military, School, Sci-Fi, Slice of Life",Diomedea,100999.0,6.99,2
543,10578,C ,"Action, Comedy, Ecchi, School, Supernatural",Silver Link.,100425.0,6.76,1
544,3901,Baccano Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Brain's Base,100412.0,8.19,0
545,14829,Fate kaleid liner Prisma Illya,"Action, Comedy, Fantasy, Magic",Silver Link.,100392.0,7.21,3
546,528,Pokemon Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",OLM,100089.0,7.66,3
547,12467,Nazo no Kanojo X,"Ecchi, Romance, School, Seinen",Hoods Entertainment,99788.0,7.33,1
548,30187,Sakurako san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TROYCA,99665.0,7.46,0
549,9260,Kizumonogatari I Tekketsu hen,"Mystery, Supernatural, Vampire",Shaft,99579.0,8.43,0
550,195,Onegai Teacher,"Comedy, Drama, Romance, School, Sci-Fi",Daume,99558.0,7.27,2
551,1723,Clannad Movie,"Drama, Fantasy, Romance, School",Toei Animation,99506.0,7.31,2
552,3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",Studio Deen,99463.0,7.51,2
553,22101,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",Studio Pierrot,99462.0,7.78,3
554,29758,Taboo Tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",J.C.Staff,99460.0,5.93,0
555,8277,Hyakka Ryouran Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",Arms,99201.0,6.91,1
556,24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",Silver Link.,99133.0,7.03,0
557,6811,InuYasha Kanketsu hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Sunrise,99128.0,8.3,3
558,3167,Eve no Jikan,"Sci-Fi, Slice of Life",Studio Rikka,99074.0,8.14,2
559,3002,Gyakkyou Burai Kaiji Ultimate Survivor,"Game, Psychological, Seinen, Thriller",Madhouse,98996.0,8.31,0
560,16904,K Missing Kings,"Action, Super Power, Supernatural",GoHands,98549.0,7.82,3
561,20847,Seitokai Yakuindomo ,"Comedy, School, Shounen, Slice of Life",GoHands,98544.0,7.8,1
562,11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Brain's Base,98431.0,8.7,2
563,67,Basilisk Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",Gonzo,98144.0,7.63,0
564,7711,Karigurashi no Arrietty,Fantasy,Studio Ghibli,97910.0,8.03,3
565,4437,Naruto Shippuuden Movie 2 Kizuna,"Action, Martial Arts, Shounen, Supernatural",Studio Pierrot,97818.0,7.4,3
566,10155,Dog Days,"Action, Adventure, Fantasy, Magic",Seven Arcs,97809.0,7.09,3
567,11179,Papa no Iukoto wo Kikinasai ,"Comedy, Romance, Slice of Life",feel.,97674.0,7.42,2
568,30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",Brain's Base,97674.0,7.27,3
569,22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",Diomedea,97401.0,7.11,1
570,936,Naruto Movie 2 Dai Gekitotsu Maboroshi no Chiteiiseki Dattebayo ,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Studio Pierrot,97308.0,6.98,3
571,22135,Ping Pong The Animation,"Drama, Psychological, Seinen, Sports",Tatsunoko Production,97187.0,8.62,2
572,93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Sunrise,96973.0,7.86,0
573,16668,Kakumeiki Valvrave,"Action, Mecha, Space",Sunrise,96718.0,7.24,0
574,50,Aa Megami sama TV ,"Comedy, Magic, Romance, Seinen, Supernatural",AIC,96694.0,7.41,2
575,3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",Gonzo,96159.0,7.08,0
576,3342,Mnemosyne Mnemosyne no Musume tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",Xebec,96092.0,7.4,0
577,22687,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",LIDENFILMS,95964.0,7.12,0
578,31376,Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",J.C.Staff,95933.0,7.58,2
579,26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",Madhouse,95859.0,7.75,0
580,267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",Madhouse,95825.0,7.9,0
581,14353,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Madhouse,95690.0,7.98,0
582,5205,Kara no Kyoukai 7 Satsujin Kousatsu Kou ,"Action, Mystery, Romance, Supernatural, Thriller",ufotable,95658.0,8.47,0
583,3572,Macross F,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",Satelight,95551.0,7.96,2
584,32828,Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TMS Entertainment,95339.0,7.57,2
585,8557,Shinryaku Ika Musume,"Comedy, Shounen, Slice of Life",Diomedea,95242.0,7.53,2
586,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai Movie,"Drama, Slice of Life, Supernatural",A-1 Pictures,95241.0,8.09,2
587,21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",Xebec,95168.0,6.62,0
588,6166,Asobi ni Iku yo ,"Comedy, Ecchi, Harem, Romance, Sci-Fi",AIC Plus+,95005.0,6.76,1
589,9330,Dragon Crisis ,"Action, Magic, Romance, School, Seinen, Supernatural",Studio Deen,94922.0,6.82,2
590,31704,One Punch Man Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Madhouse,94839.0,7.82,0
591,9926,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,94820.0,8.01,2
592,7148,Ladies versus Butlers ,"Comedy, Ecchi, Harem, Romance, School, Seinen",Xebec,94820.0,6.77,1
593,21339,Psycho Pass Movie,"Action, Military, Police, Sci-Fi",Production I.G,94677.0,7.82,0
594,585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Studio Ghibli,94435.0,8.28,2
595,30749,Saijaku Muhai no Bahamut,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural",Lerche,94430.0,6.83,1
596,874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",Toei Animation,94391.0,7.66,3
597,3958,Kannagi,"Comedy, School, Shounen, Supernatural","A-1 Pictures,       Ordet",94202.0,7.37,2
598,145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life","Gainax,       J.C.Staff",94165.0,7.64,2
599,23079,Glasslip,"Romance, Slice of Life, Supernatural",P.A. Works,94108.0,5.53,2
600,8247,Bleach Movie 4 Jigoku hen,"Action, Comedy, Shounen, Super Power, Supernatural",Studio Pierrot,94074.0,7.7,3
601,5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",Production I.G,93940.0,7.47,3
602,5204,Kara no Kyoukai 6 Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",ufotable,93803.0,7.6,0
603,26055,JoJo no Kimyou na Bouken Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",David Production,93657.0,8.57,0
604,2404,Zombie Loan,"Action, Horror, Shounen, Supernatural",Xebec,93637.0,6.98,0
605,32935,Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",Production I.G,93351.0,8.96,2
606,30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",Production IMS,93293.0,7.1,1
607,846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",Studio Comet,93095.0,8.09,2
608,7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",Madhouse,93074.0,7.81,0
609,28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",MAPPA,93000.0,7.09,1
610,25781,Shingeki no Kyojin Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",Wit Studio,92543.0,8.41,0
611,597,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Studio Ghibli,92499.0,7.91,3
612,31338,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",Production IMS,92396.0,6.56,1
613,21507,Soul Eater NOT ,"Action, Comedy, Ecchi, Shounen, Supernatural",Bones,92269.0,6.16,3
614,13367,Kono Naka ni Hitori Imouto ga Iru ,"Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",Studio Gokumi,92252.0,6.74,1
615,1562,Yamato Nadeshiko Shichihenge ,"Comedy, Shoujo",Nippon Animation,92088.0,7.84,2
616,31953,New Game ,"Comedy, Slice of Life",Doga Kobo,91932.0,7.71,2
617,19111,Love Live School Idol Project 2nd Season,"Music, School, Slice of Life",Sunrise,91864.0,7.93,2
618,25681,Kamisama Hajimemashita ,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TMS Entertainment,91796.0,8.25,2
619,12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",AIC Build,91552.0,7.21,2
620,1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",Gonzo,91530.0,7.76,2
621,2144,Naruto Movie 3 Dai Koufun Mikazuki Jima no Animaru Panikku Dattebayo ,"Action, Adventure",Studio Pierrot,91526.0,6.96,3
622,4744,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TNK,91453.0,6.57,1
623,28819,Okusama ga Seitokaichou ,"Comedy, Ecchi, Romance, School, Shounen",Seven,91241.0,6.8,1
624,12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",TNK,91154.0,7.42,1
625,18179,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TMS Entertainment,91138.0,8.08,2
626,8888,Code Geass Boukoku no Akito 1 Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Sunrise,91105.0,7.51,0
627,18245,White Album 2,"Drama, Music, Romance, Slice of Life",Satelight,91075.0,7.83,2
628,24231,Hitsugi no Chaika Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",Bones,91049.0,7.28,3
629,63,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Daume,91037.0,6.71,1
630,856,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",OLM,91034.0,7.72,0
631,10456,Kyoukaisenjou no Horizon,"Action, Fantasy",Sunrise,90977.0,7.19,3
632,29854,Ushio to Tora TV ,"Action, Adventure, Comedy, Demons, Shounen, Supernatural","MAPPA,       Studio VOLN",90931.0,7.65,3
633,32379,Berserk 2016 ,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","Millepensee,       GEMBA",90817.0,6.64,0
634,169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",J.C.Staff,90713.0,7.0,0
635,12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",A-1 Pictures,90625.0,7.76,2
636,6895,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",Studio Deen,90612.0,7.51,0
637,147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",Studio Fantasia,90379.0,7.32,2
638,12477,Sakasama no Patema,"Sci-Fi, Seinen","Studio Rikka,       Purple Cow Studio Japan",89749.0,8.13,2
639,759,Tokyo Godfathers,"Comedy, Drama",Madhouse,89424.0,8.3,2
640,10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",AIC A.S.T.A.,89373.0,7.84,2
641,550,Yu Gi Oh ,"Action, Comedy, Fantasy, Game, Shounen",Toei Animation,89243.0,7.29,3
642,9331,Yumekui Merry,"Action, Shounen, Supernatural",J.C.Staff,89183.0,7.01,3
643,5258,Hajime no Ippo New Challenger,"Comedy, Drama, Shounen, Sports",Madhouse,88995.0,8.7,2
644,5678,Kobato ,"Comedy, Drama, Fantasy",Madhouse,88986.0,8.04,2
645,257,Ikkitousen,"Ecchi, Martial Arts, School, Super Power",J.C.Staff,88969.0,6.54,1
646,2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",Toei Animation,88850.0,8.41,0
647,2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Madhouse,88699.0,7.79,0
648,29785,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural","TMS Entertainment,       3xCube",88500.0,7.04,1
649,11977,Mahou Shoujo Madoka Magica Movie 1 Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Shaft,88164.0,8.24,2
650,9135,Fullmetal Alchemist The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Bones,87944.0,7.41,3
651,330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",Studio Pierrot,87938.0,7.36,1
652,23251,Gugure Kokkuri san,"Comedy, Shounen, Supernatural",TMS Entertainment,87824.0,7.64,3
653,22,Prince of Tennis,"Action, Comedy, School, Shounen, Sports",Trans Arts,87643.0,7.99,3
654,4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,87617.0,8.09,2
655,4182,Darker than Black Kuro no Keiyakusha Special,"Comedy, Parody, Sci-Fi",Bones,87609.0,7.61,0
656,13667,Naruto Shippuuden Movie 6 Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Studio Pierrot,87369.0,7.79,3
657,395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",Gonzo,87240.0,7.18,0
658,6637,Higashi no Eden Movie II Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Production I.G,87062.0,7.69,2
659,3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",Sunrise,86972.0,8.16,0
660,6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",Madhouse,86942.0,7.35,0
661,16201,Aku no Hana,"Drama, Psychological, Romance, School",Zexcs,86669.0,7.17,0
662,31764,Nejimaki Seirei Senki Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",Madhouse,86475.0,7.85,0
663,322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",Madhouse,86380.0,7.88,2
664,11701,Another The Other Inga,"Horror, Mystery, Thriller",P.A. Works,86261.0,7.41,0
665,10460,Kimi to Boku ,"Comedy, Drama, Romance, School, Shounen, Slice of Life",J.C.Staff,86196.0,7.78,2
666,14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",Madhouse,86074.0,8.45,2
667,90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",Sunrise,86001.0,7.81,0
668,20159,Pokemon The Origin,"Action, Adventure, Comedy, Fantasy, Kids","Production I.G,       Xebec,       OLM",85947.0,7.86,3
669,468,Ghost in the Shell 2 Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Production I.G,85714.0,7.87,0
670,149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",J.C.Staff,85554.0,7.05,3
671,256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",CoMix Wave Films,85492.0,7.33,2
672,23309,Rail Wars ,"Action, Ecchi, Police",Passione,85487.0,6.46,0
673,5177,Denpa teki na Kanojo,"Mystery, School, Thriller",Brain's Base,85409.0,7.65,0
674,11979,Mahou Shoujo Madoka Magica Movie 2 Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Shaft,85361.0,8.4,2
675,10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",Doga Kobo,85178.0,6.92,1
676,4155,One Piece Film Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Toei Animation,85020.0,8.28,3
677,16870,The Last Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Studio Pierrot,85013.0,7.87,3
678,4472,Lucky Star Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",Kyoto Animation,84833.0,7.87,2
679,8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",Gainax,84779.0,7.3,0
680,18893,Aoki Hagane no Arpeggio Ars Nova,"Action, Sci-Fi, Seinen",SANZIGEN,84708.0,7.47,0
681,8246,Naruto Shippuuden Movie 4 The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Studio Pierrot,84527.0,7.52,3
682,10798,UN GO,"Mystery, Supernatural",Bones,84499.0,7.46,0
683,15699,Haiyore Nyaruko san W,"Comedy, Parody, Sci-Fi",Xebec,84442.0,7.37,2
684,241,Girls Bravo First Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",AIC Spirits,84395.0,6.57,1
685,6802,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",A-1 Pictures,84390.0,7.58,2
686,31904,Big Order TV ,"Action, Shounen, Super Power",Asread,84079.0,5.52,0
687,10711,Plastic Neesan,"Comedy, School",TYO Animations,83977.0,7.33,2
688,14811,GJ bu,"Comedy, School, Slice of Life",Doga Kobo,83838.0,7.41,2
689,21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Trigger,83795.0,7.79,0
690,19315,Pupa,"Fantasy, Horror, Psychological",Studio Deen,83652.0,3.63,0
691,15,Eyeshield 21,"Action, Comedy, Shounen, Sports",Gallop,83648.0,8.03,3
692,6325,Naruto Shippuuden Movie 3 Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Studio Pierrot,83515.0,7.45,3
693,182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",Sunrise,83437.0,7.76,3
694,9982,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen","Satelight,       A-1 Pictures",83421.0,7.7,3
695,21105,Love Stage ,"Comedy, Romance, Shounen Ai",J.C.Staff,83397.0,7.56,2
696,32189,Danganronpa 3 The End of Kibougamine Gakuen Mirai hen,"Action, Horror, Mystery, Psychological",Lerche,83343.0,7.57,0
697,31710,Divine Gate,"Action, Fantasy, Sci-Fi",Studio Pierrot,83271.0,5.75,3
698,12403,Yuru Yuri ,"Comedy, School, Shoujo Ai, Slice of Life",Doga Kobo,83097.0,7.91,2
699,21033,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",C-Station,83068.0,6.68,1
700,5040,One Outs,"Psychological, Seinen, Sports",Madhouse,83056.0,8.39,2
701,21273,Gochuumon wa Usagi Desu ka ,"Slice of Life, Comedy",White Fox,82999.0,7.58,2
702,4087,Michiko to Hatchin,"Action, Adventure",Manglobe,82625.0,7.87,0
703,170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",Toei Animation,82570.0,8.53,2
704,18139,Tonari no Seki kun,"Comedy, School, Seinen",Shin-Ei Animation,82568.0,7.65,1
705,4565,Tengen Toppa Gurren Lagann Movie Lagann hen,"Action, Mecha, Sci-Fi, Space, Super Power",Gainax,82253.0,8.6,0
706,11241,Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TMS Entertainment,82205.0,6.89,0
707,13331,Jormungand Perfect Order,"Action, Adventure, Seinen",White Fox,81951.0,8.0,0
708,25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",Diomedea,81870.0,6.56,3
709,5940,Seiken no Blacksmith,"Action, Adventure, Fantasy",Manglobe,81738.0,6.85,3
710,1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",Gonzo,81408.0,7.71,0
711,18689,Diamond no Ace,"Comedy, School, Shounen, Sports","Production I.G,       Madhouse",81384.0,8.19,2
712,28621,Subete ga F ni Naru The Perfect Insider,"Mystery, Psychological, Sci-Fi",A-1 Pictures,81230.0,7.31,0
713,10278,The iDOLM STER,"Comedy, Drama, Music",A-1 Pictures,81155.0,7.68,2
714,31722,Nanatsu no Taizai Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",A-1 Pictures,81154.0,7.39,3
715,6007,Ookami to Koushinryou II Ookami to Kohakuiro no Yuuutsu,"Fantasy, Historical, Romance","Brain's Base,       Marvy Jack",81137.0,7.94,2
